item_number,name,year,theme,subtheme,pieces,minifigures,image_URL,price
4669,Turbo-Charged Police Boat,2004,4 Juniors,City,52,2,http://images.brickset.com/sets/images/4669-1.jpg,14.99
4680,Traffic Patrol,2004,Duplo,LEGO Ville,3,1,http://images.brickset.com/sets/images/4680-1.jpg,2.99
4681,Fire Truck,2004,Duplo,LEGO Ville,18,2,http://images.brickset.com/sets/images/4681-1.jpg,14.99
4683,Pony and Cart,2004,Duplo,LEGO Ville,5,1,http://images.brickset.com/sets/images/4683-1.jpg,3.99
4684,Pick-Up Truck,2004,Duplo,LEGO Ville,4,1,http://images.brickset.com/sets/images/4684-1.jpg,4.99
4685,Fork Lift,2004,Duplo,LEGO Ville,10,1,http://images.brickset.com/sets/images/4685-1.jpg,7.99
4686,Little Farm,2004,Duplo,LEGO Ville,50,2,http://images.brickset.com/sets/images/4686-1.jpg,19.99
4687,Tractor-Trailer,2004,Duplo,LEGO Ville,8,1,http://images.brickset.com/sets/images/4687-1.jpg,7.99
4688,Team Construction,2004,Duplo,LEGO Ville,22,2,http://images.brickset.com/sets/images/4688-1.jpg,17.99
4689,Playhouse,2004,Duplo,LEGO Ville,60,4,http://images.brickset.com/sets/images/4689-1.jpg,19.99
4690,Horse Stable,2004,Duplo,LEGO Ville,29,2,http://images.brickset.com/sets/images/4690-1.jpg,14.99
4691,Police Station,2004,Duplo,LEGO Ville,61,3,http://images.brickset.com/sets/images/4691-1.jpg,29.99
4692,Fire Car,2004,Duplo,LEGO Ville,2,1,http://images.brickset.com/sets/images/4692-1.jpg,2.99
4693,Ferrari F1 Race Car,2004,Duplo,Ferrari,5,1,http://images.brickset.com/sets/images/4693-1.jpg,7.99
4694,Ferrari F1 Racing Team,2004,Duplo,Ferrari,37,2,http://images.brickset.com/sets/images/4694-1.jpg,29.99
4742,Chill Speeder,2004,Alpha Team,Mission Deep Freeze,58,1,http://images.brickset.com/sets/images/4742-1.jpg,3.99
4743,Ice Blade,2004,Alpha Team,Mission Deep Freeze,108,1,http://images.brickset.com/sets/images/4743-1.jpg,9.99
4744,Tundra Tracker,2004,Alpha Team,Mission Deep Freeze,141,2,http://images.brickset.com/sets/images/4744-1.jpg,17.99
4745,Blue Eagle vs. Snow Crawler,2004,Alpha Team,Mission Deep Freeze,258,2,http://images.brickset.com/sets/images/4745-1.jpg,24.99
4746,Mobile Command Center,2004,Alpha Team,Mission Deep Freeze,426,5,http://images.brickset.com/sets/images/4746-1.jpg,39.99
4748,Ogel's Mountain Fortress,2004,Alpha Team,Mission Deep Freeze,436,5,http://images.brickset.com/sets/images/4748-1.jpg,49.99
4750,Draco's Encounter with Buckbeak,2004,Harry Potter,Prisoner of Azkaban,36,1,http://images.brickset.com/sets/images/4750-1.jpg,5.99
4751,Harry and the Marauder's Map,2004,Harry Potter,Prisoner of Azkaban,109,3,http://images.brickset.com/sets/images/4751-1.jpg,8.99
4752,Professor Lupin's Classroom,2004,Harry Potter,Prisoner of Azkaban,156,3,http://images.brickset.com/sets/images/4752-1.jpg,17.99
4753,Sirius Black's Escape,2004,Harry Potter,Prisoner of Azkaban,188,3,http://images.brickset.com/sets/images/4753-1.jpg,17.99
4754,Hagrid's Hut,2004,Harry Potter,Prisoner of Azkaban,302,2,http://images.brickset.com/sets/images/4754-1.jpg,19.99
4755,Knight Bus,2004,Harry Potter,Prisoner of Azkaban,243,2,http://images.brickset.com/sets/images/4755-1.jpg,19.99
4756,Shrieking Shack,2004,Harry Potter,Prisoner of Azkaban,444,4,http://images.brickset.com/sets/images/4756-1.jpg,39.99
4757,Hogwarts Castle,2004,Harry Potter,Prisoner of Azkaban,944,9,http://images.brickset.com/sets/images/4757-1.jpg,79.99
4758,Hogwarts Express,2004,Harry Potter,Prisoner of Azkaban,389,4,http://images.brickset.com/sets/images/4758-1.jpg,34.99
4759,3 Christmas Decorations,2004,Seasonal,Christmas,3,NA,http://images.brickset.com/sets/images/4759-1.jpg,NA
4775,Knight and Squire,2004,Duplo,Castle,19,2,http://images.brickset.com/sets/images/4775-1.jpg,6.99
4776,Dragon Tower,2004,Duplo,Castle,63,2,http://images.brickset.com/sets/images/4776-1.jpg,24.99
4777,Knights' Castle,2004,Duplo,Castle,164,4,http://images.brickset.com/sets/images/4777-1.jpg,49.99
4853,Spider-Man's Street Chase,2004,Spider-Man,,73,3,http://images.brickset.com/sets/images/4853-1.jpg,7.99
4854,Doc Ock's Bank Robbery,2004,Spider-Man,,174,5,http://images.brickset.com/sets/images/4854-1.jpg,17.99
4855,Spider-Man's Train Rescue,2004,Spider-Man,,299,4,http://images.brickset.com/sets/images/4855-1.jpg,29.99
4856,Doc Ock's Hideout,2004,Spider-Man,,486,5,http://images.brickset.com/sets/images/4856-1.jpg,39.99
4857,Doc Ock's Fusion Lab,2004,Spider-Man,,237,4,http://images.brickset.com/sets/images/4857-1.jpg,17.99
4858,Doc Ock's Crime Spree,2004,4 Juniors,Spider-Man,55,3,http://images.brickset.com/sets/images/4858-1.jpg,12.99
4860,Doc Ock's Cafe Attack,2004,4 Juniors,Spider-Man,130,3,http://images.brickset.com/sets/images/4860-1.jpg,24.99
4886,Building Bonanza,2004,Creator,Designer Set,667,NA,http://images.brickset.com/sets/images/4886-1.jpg,24.99
4924,Advent Calendar,2004,Creator,Seasonal,335,NA,http://images.brickset.com/sets/images/4924-1.jpg,12.99
5350,Large Explore Bucket,2004,Explore,Together,90,NA,http://images.brickset.com/sets/images/5350-1.jpg,14.99
5351,Duplo Bucket,2004,Duplo,,90,NA,http://images.brickset.com/sets/images/5351-1.jpg,14.99
5352,Duplo Tub,2004,Duplo,,139,NA,http://images.brickset.com/sets/images/5352-1.jpg,29.99
5353,Duplo Tub,2004,Duplo,,139,NA,http://images.brickset.com/sets/images/5353-1.jpg,19.99
5354,Tube,2004,Duplo,,80,NA,http://images.brickset.com/sets/images/5354-1.jpg,9.99
5355,Small Quatro Bucket,2004,Quatro,,20,NA,http://images.brickset.com/sets/images/5355-1.jpg,7.49
5356,Medium Quatro Bucket,2004,Quatro,,50,NA,http://images.brickset.com/sets/images/5356-1.jpg,19.99
5357,Large Quatro Bucket,2004,Quatro,,75,NA,http://images.brickset.com/sets/images/5357-1.jpg,18.99
5358,Quatro XL,2004,Quatro,,100,NA,http://images.brickset.com/sets/images/5358-1.jpg,29.99
5359,BRICK-O-DILE,2004,Explore,Imagination,26,NA,http://images.brickset.com/sets/images/5359-1.jpg,19.99
5453,Baby Elephant Stacker,2004,Baby,,6,NA,http://images.brickset.com/sets/images/5453-1.jpg,4.99
5454,Stack & Learn Giraffe,2004,Baby,,5,NA,http://images.brickset.com/sets/images/5454-1.jpg,7.99
5455,Stacking Jungle Set,2004,Baby,,8,NA,http://images.brickset.com/sets/images/5455-1.jpg,14.99
5458,Pull Along Duck and Duckling,2004,Baby,,7,NA,http://images.brickset.com/sets/images/5458-1.jpg,12.99
5877,The Royal Wedding Coach,2004,Belville,,73,2,http://images.brickset.com/sets/images/5877-1.jpg,29.99
5940,Doll House,2004,Belville,,203,3,http://images.brickset.com/sets/images/5940-1.jpg,39.99
5941,Riding School,2004,Belville,,179,2,http://images.brickset.com/sets/images/5941-1.jpg,29.99
5942,Pop Studio,2004,Belville,,102,1,http://images.brickset.com/sets/images/5942-1.jpg,14.99
5943,Interior Designer,2004,Belville,,96,1,http://images.brickset.com/sets/images/5943-1.jpg,7.99
5944,Cat Show,2004,Belville,,31,NA,http://images.brickset.com/sets/images/5944-1.jpg,4.99
65535,X-Pod Play Off Game Pack,2004,Creator,X-Pod,219,NA,http://images.brickset.com/sets/images/65535-1.jpg,NA
65537,Classic Freight Train,2004,Trains,Product Collection,608,NA,http://images.brickset.com/sets/images/65537-1.jpg,NA
65545,Special Edition Ta-Metru Collector's Pack,2004,Bionicle,Product Collection,75,NA,http://images.brickset.com/sets/images/65545-1.jpg,NA
6965,TIE Interceptor,2004,Star Wars,Mini Building Set,32,NA,http://images.brickset.com/sets/images/6965-1.jpg,NA
7042,Dune Patrol,2004,World City,Police and Rescue,36,1,http://images.brickset.com/sets/images/7042-1.jpg,2.99
7043,Firefighter,2004,World City,Police and Rescue,69,1,http://images.brickset.com/sets/images/7043-1.jpg,5.99
7044,Rescue Chopper,2004,World City,Police and Rescue,205,2,http://images.brickset.com/sets/images/7044-1.jpg,14.99
7045,Hovercraft Hideout,2004,World City,Police and Rescue,274,2,http://images.brickset.com/sets/images/7045-1.jpg,24.99
7046,Fire Command Craft,2004,World City,Police and Rescue,269,3,http://images.brickset.com/sets/images/7046-1.jpg,24.99
7047,Coast Watch HQ,2004,World City,Police and Rescue,367,4,http://images.brickset.com/sets/images/7047-1.jpg,39.99
7070,Catapult Raft,2004,4 Juniors,Pirates,22,1,http://images.brickset.com/sets/images/7070-1.jpg,3.99
7071,Treasure Island,2004,4 Juniors,Pirates,24,2,http://images.brickset.com/sets/images/7071-1.jpg,6.99
7072,Captain Kragg's Pirate Boat,2004,4 Juniors,Pirates,36,1,http://images.brickset.com/sets/images/7072-1.jpg,9.99
7073,Pirate Dock,2004,4 Juniors,Pirates,61,2,http://images.brickset.com/sets/images/7073-1.jpg,14.99
7074,Skull Island,2004,4 Juniors,Pirates,76,3,http://images.brickset.com/sets/images/7074-1.jpg,24.99
7075,Captain Redbeard's Pirate Ship,2004,4 Juniors,Pirates,131,4,http://images.brickset.com/sets/images/7075-1.jpg,49.99
7080,Scurvy Dog and Crocodile,2004,4 Juniors,Pirates,4,1,http://images.brickset.com/sets/images/7080-1.jpg,2.49
7081,Harry Hardtack and Monkey,2004,4 Juniors,Pirates,9,1,http://images.brickset.com/sets/images/7081-1.jpg,2.49
7082,Cannonball Jimmy and Shark,2004,4 Juniors,Pirates,4,1,http://images.brickset.com/sets/images/7082-1.jpg,2.49
7214,Airline Promotional Set,2004,World City,Special,125,1,http://images.brickset.com/sets/images/7214-1.jpg,NA
7262,TIE Fighter and Y-Wing,2004,Star Wars,Episode IV-VI,412,3,http://images.brickset.com/sets/images/7262-1.jpg,NA
7330,Dora's Treasure Island,2004,Explore,Dora the Explorer,21,1,http://images.brickset.com/sets/images/7330-1.jpg,9.99
7331,Diego's Rescue Truck,2004,Explore,Dora the Explorer,10,1,http://images.brickset.com/sets/images/7331-1.jpg,9.99
7332,Dora and Boots at Play Park,2004,Explore,Dora the Explorer,29,2,http://images.brickset.com/sets/images/7332-1.jpg,19.99
7333,Dora and Diego's Animal Adventure,2004,Explore,Dora the Explorer,39,2,http://images.brickset.com/sets/images/7333-1.jpg,29.99
7442,Tiny's Lift Cart,2004,Explore,Little Robots,3,1,http://images.brickset.com/sets/images/7442-1.jpg,7.99
7443,Stretchy's Junk Cart,2004,Explore,Little Robots,3,1,http://images.brickset.com/sets/images/7443-1.jpg,7.99
7444,Sporty's Gym Cart,2004,Explore,Little Robots,2,1,http://images.brickset.com/sets/images/7444-1.jpg,7.99
7445,Stripy's Flower Cart,2004,Explore,Little Robots,3,1,http://images.brickset.com/sets/images/7445-1.jpg,7.99
7495,Sporty's Skate Park,2004,Explore,Little Robots,11,1,http://images.brickset.com/sets/images/7495-1.jpg,4.99
7496,Stretchy at Work,2004,Explore,Little Robots,10,1,http://images.brickset.com/sets/images/7496-1.jpg,4.99
7504,Friendship Frame / Mirror,2004,Clikits,,15,NA,http://images.brickset.com/sets/images/7504-1.jpg,1.99
7505,Flowered Hair Bands,2004,Clikits,,16,NA,http://images.brickset.com/sets/images/7505-1.jpg,1.99
7506,Starry Bangles & Rings,2004,Clikits,,9,NA,http://images.brickset.com/sets/images/7506-1.jpg,1.99
7514,Sweet Dreamy Jewels,2004,Clikits,,48,NA,http://images.brickset.com/sets/images/7514-1.jpg,6.99
7515,Striped Sunny Jewels,2004,Clikits,,48,NA,http://images.brickset.com/sets/images/7515-1.jpg,6.99
7516,Cool Starry Jewels,2004,Clikits,,52,NA,http://images.brickset.com/sets/images/7516-1.jpg,6.99
7524,Glamour Girl Purse,2004,Clikits,,18,NA,http://images.brickset.com/sets/images/7524-1.jpg,4.99
7525,Sunshine Picture Stand,2004,Clikits,,22,NA,http://images.brickset.com/sets/images/7525-1.jpg,4.99
7526,My Starry Notes,2004,Clikits,,27,NA,http://images.brickset.com/sets/images/7526-1.jpg,4.99
7528,Designer Desk Set,2004,Clikits,,69,NA,http://images.brickset.com/sets/images/7528-1.jpg,9.99
7529,Stylin' Stationery Set,2004,Clikits,,72,NA,http://images.brickset.com/sets/images/7529-1.jpg,9.99
7530,Starry Decoration Set,2004,Clikits,,70,NA,http://images.brickset.com/sets/images/7530-1.jpg,9.99
7531,The Ultimate Jewelry Collection,2004,Clikits,,150,NA,http://images.brickset.com/sets/images/7531-1.jpg,19.99
7532,My Special Storage Space,2004,Clikits,,115,NA,http://images.brickset.com/sets/images/7532-1.jpg,24.99
7575,Clikits Advent Calendar,2004,Clikits,Seasonal,24,NA,http://images.brickset.com/sets/images/7575-1.jpg,11.99
8362,Ferrari F1 Racer,2004,Racers,Ferrari,113,1,http://images.brickset.com/sets/images/8362-1.jpg,9.99
8369,Dirt Crusher RC,2004,Racers,Outdoor RC,88,NA,http://images.brickset.com/sets/images/8369-1.jpg,89.99
8375,Ferrari F1 Pit Set,2004,Racers,Ferrari,242,7,http://images.brickset.com/sets/images/8375-1.jpg,19.99
8378,Red Beast RC,2004,Racers,Drome Racers,65,NA,http://images.brickset.com/sets/images/8378-1.jpg,29.99
8380,Red Maniac,2004,Racers,Drome Racers,83,NA,http://images.brickset.com/sets/images/8380-1.jpg,6.99
8381,Exo Raider,2004,Racers,Drome Racers,94,NA,http://images.brickset.com/sets/images/8381-1.jpg,6.99
8382,Hot Buster,2004,Racers,Drome Racers,67,NA,http://images.brickset.com/sets/images/8382-1.jpg,6.99
8383,Nitro Terminator,2004,Racers,Drome Racers,70,NA,http://images.brickset.com/sets/images/8383-1.jpg,6.99
8384,Jungle Crasher,2004,Racers,Drome Racers,76,NA,http://images.brickset.com/sets/images/8384-1.jpg,6.99
8385,Exo Stealth,2004,Racers,Drome Racers,81,NA,http://images.brickset.com/sets/images/8385-1.jpg,6.99
8386,Ferrari F1 Racer,2004,Racers,Ferrari,738,NA,http://images.brickset.com/sets/images/8386-1.jpg,49.99
8389,M. Schumacher and R. Barrichello,2004,Racers,Ferrari,34,2,http://images.brickset.com/sets/images/8389-1.jpg,4.99
8433,Cool Movers,2004,Technic,,215,NA,http://images.brickset.com/sets/images/8433-1.jpg,9.99
8434,Aircraft,2004,Technic,,445,NA,http://images.brickset.com/sets/images/8434-1.jpg,24.99
8435,4WD,2004,Technic,,763,NA,http://images.brickset.com/sets/images/8435-1.jpg,34.99
8436,Truck,2004,Technic,,1027,NA,http://images.brickset.com/sets/images/8436-1.jpg,59.99
8439,Front End Loader,2004,Technic,,582,NA,http://images.brickset.com/sets/images/8439-1.jpg,NA
8601,Vakama,2004,Bionicle,Toa Metru,48,NA,http://images.brickset.com/sets/images/8601-1.jpg,5.99
8602,Nokama,2004,Bionicle,Toa Metru,46,NA,http://images.brickset.com/sets/images/8602-1.jpg,5.99
8603,Whenua,2004,Bionicle,Toa Metru,49,NA,http://images.brickset.com/sets/images/8603-1.jpg,5.99
8604,Onewa,2004,Bionicle,Toa Metru,44,NA,http://images.brickset.com/sets/images/8604-1.jpg,5.99
8605,Matau,2004,Bionicle,Toa Metru,46,NA,http://images.brickset.com/sets/images/8605-1.jpg,5.99
8606,Nuju,2004,Bionicle,Toa Metru,48,NA,http://images.brickset.com/sets/images/8606-1.jpg,5.99
8607,Nuhrii,2004,Bionicle,Matoran,27,NA,http://images.brickset.com/sets/images/8607-1.jpg,2.99
8608,Vhisola,2004,Bionicle,Matoran,27,NA,http://images.brickset.com/sets/images/8608-1.jpg,2.99
8609,Tehutti,2004,Bionicle,Matoran,27,NA,http://images.brickset.com/sets/images/8609-1.jpg,2.99
8610,Ahkmou,2004,Bionicle,Matoran,27,NA,http://images.brickset.com/sets/images/8610-1.jpg,2.99
8611,Orkahm,2004,Bionicle,Matoran,27,NA,http://images.brickset.com/sets/images/8611-1.jpg,2.99
8612,Ehrye,2004,Bionicle,Matoran,30,NA,http://images.brickset.com/sets/images/8612-1.jpg,2.99
8613,Kanoka Disk Launcher Pack,2004,Bionicle,Accessories,4,NA,http://images.brickset.com/sets/images/8613-1.jpg,1.49
8614,Nuurakh,2004,Bionicle,Vahki,32,NA,http://images.brickset.com/sets/images/8614-1.jpg,5.99
8615,Bordakh,2004,Bionicle,Vahki,32,NA,http://images.brickset.com/sets/images/8615-1.jpg,5.99
8616,Vorzakh,2004,Bionicle,Vahki,32,NA,http://images.brickset.com/sets/images/8616-1.jpg,5.99
8617,Zadakh,2004,Bionicle,Vahki,32,NA,http://images.brickset.com/sets/images/8617-1.jpg,5.99
8618,Rorzakh,2004,Bionicle,Vahki,32,NA,http://images.brickset.com/sets/images/8618-1.jpg,5.99
8619,Keerakh,2004,Bionicle,Vahki,32,NA,http://images.brickset.com/sets/images/8619-1.jpg,5.99
8621,Turaga Dume and Nivawk,2004,Bionicle,Warriors,180,NA,http://images.brickset.com/sets/images/8621-1.jpg,14.99
8622,Nidhiki,2004,Bionicle,Warriors,170,NA,http://images.brickset.com/sets/images/8622-1.jpg,14.99
8623,Krekka,2004,Bionicle,Warriors,214,NA,http://images.brickset.com/sets/images/8623-1.jpg,14.99
8711,The Ultimate BIONICLE Set,2004,Bionicle,Accessories,702,NA,http://images.brickset.com/sets/images/8711-1.jpg,NA
8770,Danju,2004,Castle,Knights' Kingdom II,42,NA,http://images.brickset.com/sets/images/8770-1.jpg,5.99
8771,Jayko,2004,Castle,Knights' Kingdom II,45,NA,http://images.brickset.com/sets/images/8771-1.jpg,5.99
8772,Rascus,2004,Castle,Knights' Kingdom II,46,NA,http://images.brickset.com/sets/images/8772-1.jpg,5.99
8773,Santis,2004,Castle,Knights' Kingdom II,46,NA,http://images.brickset.com/sets/images/8773-1.jpg,5.99
8774,Vladek,2004,Castle,Knights' Kingdom II,48,NA,http://images.brickset.com/sets/images/8774-1.jpg,5.99
8777,Vladek Encounter,2004,Castle,Knights' Kingdom II,42,2,http://images.brickset.com/sets/images/8777-1.jpg,4.99
8778,Border Ambush,2004,Castle,Knights' Kingdom II,177,2,http://images.brickset.com/sets/images/8778-1.jpg,14.99
8779,The Grand Tournament,2004,Castle,Knights' Kingdom II,312,3,http://images.brickset.com/sets/images/8779-1.jpg,24.99
8780,Citadel of Orlan,2004,Castle,Knights' Kingdom II,442,4,http://images.brickset.com/sets/images/8780-1.jpg,39.99
8781,The Castle of Morcia,2004,Castle,Knights' Kingdom II,637,8,http://images.brickset.com/sets/images/8781-1.jpg,69.99
8782,Danju,2004,Castle,Knights' Kingdom II,46,NA,http://images.brickset.com/sets/images/8782-1.jpg,NA
8783,Jayko,2004,Castle,Knights' Kingdom II,49,NA,http://images.brickset.com/sets/images/8783-1.jpg,NA
8784,Rascus,2004,Castle,Knights' Kingdom II,50,NA,http://images.brickset.com/sets/images/8784-1.jpg,NA
8785,Santis,2004,Castle,Knights' Kingdom II,50,NA,http://images.brickset.com/sets/images/8785-1.jpg,NA
8786,Vladek,2004,Castle,Knights' Kingdom II,52,NA,http://images.brickset.com/sets/images/8786-1.jpg,NA
8790,King Mathias,2004,Castle,Knights' Kingdom II,44,NA,http://images.brickset.com/sets/images/8790-1.jpg,7.99
8799,Knights' Castle Wall,2004,Castle,Knights' Kingdom II,178,3,http://images.brickset.com/sets/images/8799-1.jpg,NA
8800,Vladek's Siege Engine,2004,Castle,Knights' Kingdom II,192,2,http://images.brickset.com/sets/images/8800-1.jpg,NA
8809,King Mathias,2004,Castle,Knights' Kingdom II,44,NA,http://images.brickset.com/sets/images/8809-1.jpg,NA
8811,Toa Lhikan and Kikanalo,2004,Bionicle,Warriors,215,NA,http://images.brickset.com/sets/images/8811-1.jpg,9.99
9040,Learning Games Set,2004,Education,,94,NA,http://images.brickset.com/sets/images/9040-1.jpg,79
9089,Tubes Experiment Set,2004,Education,,153,4,http://images.brickset.com/sets/images/9089-1.jpg,73
9132,Community Transport Set,2004,Education,,50,9,http://images.brickset.com/sets/images/9132-1.jpg,44.81
9230,Town Set,2004,Education,,215,8,http://images.brickset.com/sets/images/9230-1.jpg,67
9274,Doors and Windows,2004,Education,,270,NA,http://images.brickset.com/sets/images/9274-1.jpg,21.87
9540,Early Maths 4+ Numbers Set,2004,Education,,112,4,http://images.brickset.com/sets/images/9540-1.jpg,62.1
9541,Early Maths 4+ Measurement Set,2004,Education,,101,4,http://images.brickset.com/sets/images/9541-1.jpg,57.7
9542,Early Maths 4+ Shape & Space Set,2004,Education,,132,NA,http://images.brickset.com/sets/images/9542-1.jpg,57.7
9889,Temperature Sensor,2004,Mindstorms,1,1,NA,http://images.brickset.com/sets/images/9889-1.jpg,24.67
9911,Touch Sensor and Leads,2004,Mindstorms,1,3,NA,http://images.brickset.com/sets/images/9911-1.jpg,10.41
10021,USS Constellation,2003,Hobby Set,,973,NA,http://images.brickset.com/sets/images/10021-1.jpg,44.99
10027,Train Engine Shed,2003,World City,Trains,664,2,http://images.brickset.com/sets/images/10027-1.jpg,49.99
10029,Lunar Lander,2003,Discovery,,453,2,http://images.brickset.com/sets/images/10029-1.jpg,89.99
10041,Main Street,2003,Town,Shops and Services,616,8,http://images.brickset.com/sets/images/10041-1.jpg,49.99
10042,U.S. Flag,2003,Bulk Bricks,Seasonal,35,NA,http://images.brickset.com/sets/images/10042-1.jpg,3.99
10052,Intelligent Locomotive,2003,Explore,,4,2,http://images.brickset.com/sets/images/10052-1.jpg,NA
10071,Mr. Bunny,2003,Seasonal,Easter,25,NA,http://images.brickset.com/sets/images/10071-1.jpg,1.99
10072,Technic Beams,2003,Bulk Bricks,Technic,56,NA,http://images.brickset.com/sets/images/10072-1.jpg,8.99
10073,Technic Bushes,2003,Bulk Bricks,Technic,130,NA,http://images.brickset.com/sets/images/10073-1.jpg,6.99
10074,Technic Cross Axles,2003,Bulk Bricks,Technic,68,NA,http://images.brickset.com/sets/images/10074-1.jpg,6.99
10076,Technic Gear Wheels,2003,Bulk Bricks,Technic,37,NA,http://images.brickset.com/sets/images/10076-1.jpg,8.99
10077,Technic Motor,2003,Bulk Bricks,Technic,55,NA,http://images.brickset.com/sets/images/10077-1.jpg,8.99
10078,Train Connection Wire,2003,Trains,9 V,1,NA,http://images.brickset.com/sets/images/10078-1.jpg,7.35
10079,Snowman,2003,Seasonal,Christmas,42,NA,http://images.brickset.com/sets/images/10079-1.jpg,1.99
10080,Angel,2003,Seasonal,Christmas,33,NA,http://images.brickset.com/sets/images/10080-1.jpg,1.99
10090,Turkey,2003,Seasonal,Thanksgiving,54,NA,http://images.brickset.com/sets/images/10090-1.jpg,2.99
10121,NBA Basketball Teams,2003,Sports,Basketball,20,5,http://images.brickset.com/sets/images/10121-1.jpg,5.99
10123,Cloud City,2003,Star Wars,Episode IV-VI,698,7,http://images.brickset.com/sets/images/10123-1.jpg,NA
10124,Wright Flyer,2003,Advanced Models,Aircraft,670,NA,http://images.brickset.com/sets/images/10124-1.jpg,49.99
10127,NHL All Teams Set,2003,Sports,Hockey,59,NA,http://images.brickset.com/sets/images/10127-1.jpg,4.99
10128,Train Level Crossing,2003,World City,Trains,327,2,http://images.brickset.com/sets/images/10128-1.jpg,39.99
10129,Rebel Snowspeeder,2003,Star Wars,Ultimate Collector Series,1455,NA,http://images.brickset.com/sets/images/10129-1.jpg,NA
10201,Takutanuva,2003,Bionicle,Warriors,399,NA,http://images.brickset.com/sets/images/10201-1.jpg,34.99
1385,Clikits Bracelet,2003,Clikits,,13,NA,http://images.brickset.com/sets/images/1385-1.jpg,1.49
3284,Bob's Busy Day,2003,Explore,Bob the Builder,9,1,http://images.brickset.com/sets/images/3284-1.jpg,4.99
3285,Wendy in the Office,2003,Explore,Bob the Builder,9,1,http://images.brickset.com/sets/images/3285-1.jpg,4.99
3286,Spud and Bird,2003,Explore,Bob the Builder,9,1,http://images.brickset.com/sets/images/3286-1.jpg,4.99
3427,NBA Slam Dunk,2003,Sports,Basketball,53,1,http://images.brickset.com/sets/images/3427-1.jpg,4.99
3428,One vs One Action,2003,Sports,Basketball,39,2,http://images.brickset.com/sets/images/3428-1.jpg,7.99
3429,Ultimate Defense,2003,Sports,Basketball,82,2,http://images.brickset.com/sets/images/3429-1.jpg,9.99
3430,Spin & Shoot,2003,Sports,Basketball,71,2,http://images.brickset.com/sets/images/3430-1.jpg,9.99
3431,Street Ball 2 vs 2,2003,Sports,Basketball,186,4,http://images.brickset.com/sets/images/3431-1.jpg,14.99
3432,NBA Challenge,2003,Sports,Basketball,451,10,http://images.brickset.com/sets/images/3432-1.jpg,39.99
3433,The Ultimate NBA Arena,2003,Sports,Basketball,491,10,http://images.brickset.com/sets/images/3433-1.jpg,69.99
3440,NBA Jam Session Co-Pack,2003,Sports,Basketball,70,2,http://images.brickset.com/sets/images/3440-1.jpg,NA
3511,Funny Crocodile,2003,Explore,Imagination,16,NA,http://images.brickset.com/sets/images/3511-1.jpg,8.99
3512,Funny Giraffe,2003,Explore,Imagination,21,NA,http://images.brickset.com/sets/images/3512-1.jpg,7.99
3513,Funny Lion,2003,Explore,Imagination,23,NA,http://images.brickset.com/sets/images/3513-1.jpg,8.99
3514,Rhino and Lion,2003,Explore,Imagination,30,NA,http://images.brickset.com/sets/images/3514-1.jpg,12.99
3515,African Adventures,2003,Explore,Imagination,52,NA,http://images.brickset.com/sets/images/3515-1.jpg,19.99
3517,Blue Deer,2003,Explore,Imagination,10,NA,http://images.brickset.com/sets/images/3517-1.jpg,2.99
3518,Yellow Duck,2003,Explore,Imagination,11,NA,http://images.brickset.com/sets/images/3518-1.jpg,2.99
3519,Green Parrot,2003,Explore,Imagination,10,NA,http://images.brickset.com/sets/images/3519-1.jpg,2.99
3535,Skateboard Street Park,2003,Sports,Gravity Games,69,1,http://images.brickset.com/sets/images/3535-1.jpg,7.99
3536,Snowboard Big Air Comp,2003,Sports,Gravity Games,82,1,http://images.brickset.com/sets/images/3536-1.jpg,9.99
3537,Skateboard Vert Park Challenge,2003,Sports,Gravity Games,88,2,http://images.brickset.com/sets/images/3537-1.jpg,14.99
3538,Snowboard Boarder Cross Race,2003,Sports,Gravity Games,195,2,http://images.brickset.com/sets/images/3538-1.jpg,19.99
3540,Puck Passer,2003,Sports,Hockey,44,NA,http://images.brickset.com/sets/images/3540-1.jpg,4.99
3541,Slap Shot,2003,Sports,Hockey,45,NA,http://images.brickset.com/sets/images/3541-1.jpg,4.99
3542,Flip Shot,2003,Sports,Hockey,46,NA,http://images.brickset.com/sets/images/3542-1.jpg,4.99
3543,Slammer Goalie,2003,Sports,Hockey,45,NA,http://images.brickset.com/sets/images/3543-1.jpg,4.99
3544,Game Set,2003,Sports,Hockey,154,NA,http://images.brickset.com/sets/images/3544-1.jpg,14.99
3545,Puck Feeder,2003,Sports,Hockey,152,NA,http://images.brickset.com/sets/images/3545-1.jpg,14.99
3548,Slam Dunk Trainer,2003,Sports,Basketball,19,1,http://images.brickset.com/sets/images/3548-1.jpg,1.99
3549,Practice Shooting,2003,Sports,Basketball,17,1,http://images.brickset.com/sets/images/3549-1.jpg,1.99
3550,Jump and Shoot,2003,Sports,Basketball,17,1,http://images.brickset.com/sets/images/3550-1.jpg,1.99
3557,Blue Player and Goal,2003,Sports,Hockey,33,NA,http://images.brickset.com/sets/images/3557-1.jpg,1.99
3558,Red Player and Goal,2003,Sports,Hockey,33,NA,http://images.brickset.com/sets/images/3558-1.jpg,1.99
3559,Red and Blue Player,2003,Sports,Hockey,40,NA,http://images.brickset.com/sets/images/3559-1.jpg,1.99
3560,NBA Collectors # 1,2003,Sports,Basketball,12,3,http://images.brickset.com/sets/images/3560-1.jpg,4.99
