Class,Order,Family,Genus,Species,Common_name,Location,Country,Region,Latitude,Longitude,System,T_realm,T_biome,FW_realm,FW_biome,M_realm,M_ocean,M_biome
Reptilia,Crocodylia,Crocodylidae,Crocodylus,porosus,Saltwater crocodile / Estuarine crocodile,"Nesting sites (14) in Middle Sepik river, PNG",Papua New Guinea,Oceania,-3.94611,141.7525,Freshwater,NULL,NULL,Australasia,Montane freshwaters,NULL,NULL,NULL
Aves,Charadriiformes,Laridae,Larus,fuscus,Lesser black-backed gull,Isles of Scilly,United Kingdom,Europe,49.93139,-6.31306,Marine,NULL,NULL,NULL,NULL,Atlantic north temperate,North Atlantic Ocean,Unknown
Aves,Charadriiformes,Laridae,Larus,argentatus,Herring gull,Isles of Scilly,United Kingdom,Europe,49.93139,-6.31306,Marine,NULL,NULL,NULL,NULL,Atlantic north temperate,North Atlantic Ocean,Unknown
Aves,Charadriiformes,Laridae,Larus,marinus,Great black-backed gull,Isles of Scilly,United Kingdom,Europe,49.93139,-6.31306,Marine,NULL,NULL,NULL,NULL,Atlantic north temperate,North Atlantic Ocean,Unknown
Aves,Charadriiformes,Laridae,Rissa,tridactyla,Black-legged kittiwake,Isles of Scilly,United Kingdom,Europe,49.93139,-6.31306,Marine,NULL,NULL,NULL,NULL,Atlantic north temperate,North Atlantic Ocean,Unknown
Aves,Charadriiformes,Laridae,Sterna,hirundo,Common tern,Isles of Scilly,United Kingdom,Europe,49.93139,-6.31306,Marine,NULL,NULL,NULL,NULL,Atlantic north temperate,North Atlantic Ocean,Unknown
Aves,Passeriformes,Sylviidae,Acrocephalus,scirpaceus,Reed warbler / Eurasian reed-warbler,"Ham Wall RSPB Reserve, Somerset",United Kingdom,Europe,51.16667,-2.86667,Freshwater,NULL,NULL,Palearctic,Temperate floodplain rivers and wetlands,NULL,NULL,NULL
Aves,Podicipediformes,Podicipedidae,Tachybaptus,ruficollis,Little grebe,"Ham Wall RSPB Reserve, Somerset",United Kingdom,Europe,51.16667,-2.86667,Freshwater,NULL,NULL,Palearctic,Temperate floodplain rivers and wetlands,NULL,NULL,NULL
Mammalia,Carnivora,Mustelidae,Lutra,lutra,Eurasian otter / European river otter,"England, United Kingdom",United Kingdom,Europe,54,-2,Freshwater,NULL,NULL,Palearctic,Temperate floodplain rivers and wetlands,NULL,NULL,NULL
Mammalia,Carnivora,Mustelidae,Lutra,lutra,Eurasian otter / European river otter,"Wales, Great Britain",United Kingdom,Europe,52,-3,Freshwater,NULL,NULL,Palearctic,Temperate coastal rivers,NULL,NULL,NULL
Mammalia,Carnivora,Mustelidae,Lutra,lutra,Eurasian otter / European river otter,"Scotland, Great Britain",United Kingdom,Europe,57,-4,Freshwater,NULL,NULL,Palearctic,Temperate coastal rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Whale stream, Flathead Lake Basin, Montana",United States,North America,47.8875,-114.11667,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Trail stream, Flathead Lake Basin, Montana",United States,North America,47.8875,-114.11667,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Morrison stream, Flathead Lake Basin, Montana",United States,North America,47.8875,-114.11667,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Big stream, Flathead Lake Basin, Montana",United States,North America,47.8875,-114.11667,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Granite stream, Flathead Lake Basin, Montana",United States,North America,47.8875,-114.11667,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Lodgepole stream, Flathead Lake Basin, Montana",United States,North America,47.8875,-114.11667,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Ole stream, Flathead Lake Basin, Montana",United States,North America,47.8875,-114.11667,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Goat stream, Swan Lake basin, Montana",United States,North America,47.95889,-113.89389,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Squeezer stream, Swan Lake basin, Montana",United States,North America,47.95889,-113.89389,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Lion stream, Swan Lake basin, Montana",United States,North America,47.95889,-113.89389,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Trestle stream, Pend Oreille Lake Basin, Idaho",United States,North America,48.31256,-116.27117,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Grouse stream, Pend Oreille Lake Basin, Idaho",United States,North America,48.46935,-116.22992,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Granite stream, Pend Oreille Lake Basin, Idaho",United States,North America,48.0519,-116.36973,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Gold stream, Pend Oreille Lake Basin, Idaho",United States,North America,48.81874,-116.96101,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Porcupine stream, Pend Oreille Lake Basin, Idaho",United States,North America,48.24661,-116.09824,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Rattle stream, Pend Oreille Lake Basin, Idaho",United States,North America,48.32146,-116.13057,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Twin stream, Pend Oreille Lake Basin, Idaho",United States,North America,48.0632,-116.14835,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Pack stream, Pend Oreille Lake Basin, Idaho",United States,North America,48.38249,-116.16227,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Sullivan stream, Pend Oreille Lake Basin, Idaho",United States,North America,48.08207,-116.42256,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"N. Gold stream, Pend Oreille Lake Basin, Idaho",United States,North America,48.81874,-116.96101,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Lightning stream, Pend Oreille Lake Basin, Idaho",United States,North America,48.23224,-116.11778,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Savage stream, Pend Oreille Lake Basin, Idaho",United States,North America,48.24661,-116.09824,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Char stream, Pend Oreille Lake Basin, Idaho",United States,North America,48.26087,-116.30579,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Wellington stream, Pend Oreille Lake Basin, Idaho",United States,North America,48.29154,-116.18759,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,"Johnson stream, Pend Oreille Lake Basin, Idaho",United States,North America,48.08488,-116.34971,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,Greater one-horned rhino,"Manas Wildlife Sanctuary, Assam, India",India,Asia,26.79972,91.22528,Terrestrial,Indo-Malayan,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,Greater one-horned rhino,"Laokhowa Wildlife Sanctuary, Assam, India",India,Asia,26.53333,92.8,Terrestrial,Indo-Malayan,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,Greater one-horned rhino,"Dudhwa Rhino Enclosure, Uttar Pradesh, India",India,Asia,28.50972,80.67167,Terrestrial,Indo-Malayan,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,Greater one-horned rhino,"Lal Sohanra, Punjab",Pakistan,Asia,29.46667,71.98333,Terrestrial,Indo-Malayan,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Aves,Gruiformes,Rallidae,Laterallus,spilonota,Galápagos rail,"Fernandina highlands, Galapagos Islands",Ecuador,Latin America and Caribbean,-0.4075,-91.54917,Freshwater,NULL,NULL,Neotropical,Oceanic islands,NULL,NULL,NULL
Aves,Gruiformes,Rallidae,Laterallus,spilonota,Galápagos rail,"Isabela Highlands NE Sierra Negra, Galapagos Islands",Ecuador,Latin America and Caribbean,-0.79667,-91.09083,Freshwater,NULL,NULL,Neotropical,Oceanic islands,NULL,NULL,NULL
Aves,Gruiformes,Rallidae,Laterallus,spilonota,Galápagos rail,"Isabela Highlands SE Sierra Negra, Galapagos Islands",Ecuador,Latin America and Caribbean,-0.84556,-91.105,Freshwater,NULL,NULL,Neotropical,Oceanic islands,NULL,NULL,NULL
Aves,Gruiformes,Rallidae,Laterallus,spilonota,Galápagos rail,"Santiago Highlands Central, Galapagos Islands",Ecuador,Latin America and Caribbean,-0.2375,-91.75806,Freshwater,NULL,NULL,Neotropical,Oceanic islands,NULL,NULL,NULL
Aves,Gruiformes,Rallidae,Laterallus,spilonota,Galápagos rail,"Santiago Woodlands La Chosa, Galapagos Islands",Ecuador,Latin America and Caribbean,-0.27667,-90.76028,Freshwater,NULL,NULL,Neotropical,Oceanic islands,NULL,NULL,NULL
Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,limbatus,Blacktip shark,"United States’ eastern seaboard between Cape Cod, Massachusetts (41.5°N) and Cape Canaveral, Florida (28°N)",United States,North America,35.53583,-74.95944,Marine,NULL,NULL,NULL,NULL,Atlantic north temperate,North Atlantic Ocean,Unknown
Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,leucas,Bull shark,"United States’ eastern seaboard between Cape Cod, Massachusetts (41.5°N) and Cape Canaveral, Florida (28°N)",United States,North America,35.53583,-74.95944,Marine,NULL,NULL,NULL,NULL,Atlantic north temperate,North Atlantic Ocean,Unknown
Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,obscurus,Dusky shark,"United States’ eastern seaboard between Cape Cod, Massachusetts (41.5°N) and Cape Canaveral, Florida (28°N)",United States,North America,35.53583,-74.95944,Marine,NULL,NULL,NULL,NULL,Atlantic north temperate,North Atlantic Ocean,Unknown
Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,lewini,Scalloped hammerhead,"United States’ eastern seaboard between Cape Cod, Massachusetts (41.5°N) and Cape Canaveral, Florida (28°N)",United States,North America,35.53583,-74.95944,Marine,NULL,NULL,NULL,NULL,Atlantic north temperate,North Atlantic Ocean,Unknown
Elasmobranchii,Carcharhiniformes,Carcharhinidae,Galeocerdo,cuvier,Tiger shark,"United States’ eastern seaboard between Cape Cod, Massachusetts (41.5°N) and Cape Canaveral, Florida (28°N)",United States,North America,35.53583,-74.95944,Marine,NULL,NULL,NULL,NULL,Atlantic north temperate,North Atlantic Ocean,Unknown
Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,terraenovae,Atlantic sharpnose shark,"United States’ eastern seaboard between Cape Cod, Massachusetts (41.5°N) and Cape Canaveral, Florida (28°N)",United States,North America,35.53583,-74.95944,Marine,NULL,NULL,NULL,NULL,Atlantic north temperate,North Atlantic Ocean,Unknown
Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,retifer,Chain catshark,"United States’ eastern seaboard between Cape Cod, Massachusetts (41.5°N) and Cape Canaveral, Florida (28°N)",United States,North America,35.53583,-74.95944,Marine,NULL,NULL,NULL,NULL,Atlantic north temperate,North Atlantic Ocean,Unknown
Elasmobranchii,Rajiformes,Gymnuridae,Gymnura,micrura,Smooth butterfly ray,"United States’ eastern seaboard between Cape Cod, Massachusetts (41.5°N) and Cape Canaveral, Florida (28°N)",United States,North America,35.53583,-74.95944,Marine,NULL,NULL,NULL,NULL,Atlantic north temperate,North Atlantic Ocean,Unknown
Mammalia,Artiodactyla,Bovidae,Ourebia,ourebi,Oribi,"Northwestern corner, Serengeti National Park","Tanzania, United Republic Of",Africa,-1.60167,34.79,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Carnivora,Herpestidae,Helogale,parvula,Dwarf mongoose,"'Sangere' study area, Serengeti National Park","Tanzania, United Republic Of",Africa,-2.32306,34.78611,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Carnivora,Herpestidae,Mungos,mungo,Banded mongoose,"'Sangere' study area, Serengeti National Park","Tanzania, United Republic Of",Africa,-2.32306,34.78611,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Carnivora,Herpestidae,Galerella,sanguinea,Slender mongoose,"'Sangere' study area, Serengeti National Park","Tanzania, United Republic Of",Africa,-2.32306,34.78611,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Kobus,kob,Kob,Waza National Park,Cameroon,Africa,10.35,14.33333,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Carnivora,Hyaenidae,Crocuta,crocuta,Spotted hyaena,Serengeti Plains,"Tanzania, United Republic Of",Africa,-3.66,34.79,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Carnivora,Canidae,Canis,aureus,Golden jackal,Serengeti Plains,"Tanzania, United Republic Of",Africa,-3.66,34.79,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Carnivora,Canidae,Otocyon,megalotis,Bat-eared fox,Serengeti Plains,"Tanzania, United Republic Of",Africa,-3.66,34.79,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Damaliscus,korrigum,Topi / Korrigum / Tiang,Waza National Park,Cameroon,Africa,10.35,14.33333,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Hippotragus,equinus,Roan antelope,Waza National Park,Cameroon,Africa,10.35,14.33333,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Eudorcas,rufifrons,Red-fronted gazelle,Waza National Park,Cameroon,Africa,10.35,14.33333,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Redunca,redunca,Bohar reedbuck / Bohor reedbuck,Waza National Park,Cameroon,Africa,10.35,14.33333,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Syncerus,caffer,African buffalo / Cape buffalo,"Hluhluwe-iMfolozi Park (HiP), South Africa",South Africa,Africa,-28,32,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Connochaetes,taurinus,White-bearded wildebeest / Blue wildebeest,"Kruger National Park, South Africa",South Africa,Africa,-23.83333,31.5,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Equidae,Equus,burchellii,Burchell's zebra / Plains zebra / Common zebra,"Kruger National Park, South Africa",South Africa,Africa,-23.83333,31.5,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Aepyceros,melampus,Impala / Black-faced impala,"Kruger National Park, South Africa",South Africa,Africa,-23.83333,31.5,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Giraffidae,Giraffa,camelopardalis,Giraffe,"Kruger National Park, South Africa",South Africa,Africa,-23.83333,31.5,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Tragelaphus,strepsiceros,Greater kudu,"Kruger National Park, South Africa",South Africa,Africa,-23.83333,31.5,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Kobus,ellipsiprymnus,Waterbuck,"Kruger National Park, South Africa",South Africa,Africa,-23.83333,31.5,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Suidae,Phacochoerus,africanus,Common warthog / Desert warthog,"Kruger National Park, South Africa",South Africa,Africa,-23.83333,31.5,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Hippotragus,niger,Sable antelope,"Kruger National Park, South Africa",South Africa,Africa,-23.83333,31.5,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Hippotragus,equinus,Roan antelope,"Kruger National Park, South Africa",South Africa,Africa,-23.83333,31.5,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Damaliscus,lunatus,Topi / Tsessebe antelope,"Kruger National Park, South Africa",South Africa,Africa,-23.83333,31.5,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Taurotragus,oryx,Common eland / Eland,"Kruger National Park, South Africa",South Africa,Africa,-23.83333,31.5,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Syncerus,caffer,African buffalo / Cape buffalo,"Kruger National Park, South Africa",South Africa,Africa,-23.83333,31.5,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Capra,falconeri,Markhor,"Chitral Gol National Park, Pakistan",Pakistan,Asia,35.84667,71.78417,Terrestrial,Palearctic,Deserts and xeric shrublands,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Capra,falconeri,Markhor,"Tushi Game Reserve: 16km north of Chitral, Pakistan",Pakistan,Asia,35.88333,71.8,Terrestrial,Palearctic,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Aves,Pelecaniformes,Phalacrocoracidae,Microcarbo,africanus,Long-tailed cormorant,"Fleuve Benoue, Kysmatary, Lac Ndekeha & Parc National de Waza logone, Cameroon",Cameroon,Africa,6.14639,12.60472,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical floodplain rivers and wetland complexes,NULL,NULL,NULL
Aves,Ciconiiformes,Ardeidae,Nycticorax,nycticorax,Black-crowned night heron,"Fleuve Benoue, Kysmatary, Lac Ndekeha & Parc National de Waza logone, Cameroon",Cameroon,Africa,6.14639,12.60472,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical floodplain rivers and wetland complexes,NULL,NULL,NULL
Aves,Ciconiiformes,Ardeidae,Bubulcus,ibis,Cattle egret,"Fleuve Benoue, Kysmatary, Lac Ndekeha & Parc National de Waza logone, Cameroon",Cameroon,Africa,6.14639,12.60472,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Aves,Ciconiiformes,Ardeidae,Egretta,garzetta,Little egret,"Fleuve Benoue, Kysmatary, Lac Ndekeha & Parc National de Waza logone, Cameroon",Cameroon,Africa,6.14639,12.60472,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical floodplain rivers and wetland complexes,NULL,NULL,NULL
Aves,Ciconiiformes,Threskiornithidae,Plegadis,falcinellus,Glossy ibis,"Fleuve Benoue, Kysmatary, Lac Ndekeha & Parc National de Waza logone, Cameroon",Cameroon,Africa,6.14639,12.60472,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical floodplain rivers and wetland complexes,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Dendrocygna,viduata,White-faced whistling-duck,"Fleuve Benoue, Kysmatary, Lac Ndekeha & Parc National de Waza logone, Cameroon",Cameroon,Africa,6.14639,12.60472,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical floodplain rivers and wetland complexes,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Plectropterus,gambensis,Spur-winged goose,"Fleuve Benoue, Kysmatary, Lac Ndekeha & Parc National de Waza logone, Cameroon",Cameroon,Africa,6.14639,12.60472,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical floodplain rivers and wetland complexes,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Sarkidiornis,melanotos,Combe duck / Knob-billed duck,"Fleuve Benoue, Kysmatary, Lac Ndekeha & Parc National de Waza logone, Cameroon",Cameroon,Africa,6.14639,12.60472,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical floodplain rivers and wetland complexes,NULL,NULL,NULL
Aves,Gruiformes,Gruidae,Balearica,pavonina,Black crowned-crane,"Fleuve Benoue, Kysmatary, Lac Ndekeha & Parc National de Waza logone, Cameroon",Cameroon,Africa,6.14639,12.60472,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical floodplain rivers and wetland complexes,NULL,NULL,NULL
Aves,Charadriiformes,Jacanidae,Actophilornis,africanus,African jacana,"Fleuve Benoue, Kysmatary, Lac Ndekeha & Parc National de Waza logone, Cameroon",Cameroon,Africa,6.14639,12.60472,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical floodplain rivers and wetland complexes,NULL,NULL,NULL
Aves,Charadriiformes,Charadriidae,Vanellus,tectus,Black-headed lapwing / Black-headed plover,"Fleuve Benoue, Kysmatary, Lac Ndekeha & Parc National de Waza logone, Cameroon",Cameroon,Africa,6.14639,12.60472,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Aves,Charadriiformes,Charadriidae,Vanellus,superciliosus,Brown-chested lapwing,"Fleuve Benoue, Kysmatary, Lac Ndekeha & Parc National de Waza logone, Cameroon",Cameroon,Africa,6.14639,12.60472,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Aves,Charadriiformes,Scolopacidae,Gallinago,gallinago,Snipe / Common snipe,"Fleuve Benoue, Kysmatary, Lac Ndekeha & Parc National de Waza logone, Cameroon",Cameroon,Africa,6.14639,12.60472,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical floodplain rivers and wetland complexes,NULL,NULL,NULL
Aves,Charadriiformes,Scolopacidae,Calidris,minuta,Little stint / Lesser stint,"Fleuve Benoue, Kysmatary, Lac Ndekeha & Parc National de Waza logone, Cameroon",Cameroon,Africa,6.14639,12.60472,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical floodplain rivers and wetland complexes,NULL,NULL,NULL
Aves,Charadriiformes,Glareolidae,Glareola,pratincola,Collared pratincole / Red-winged pratincole,"Fleuve Benoue, Kysmatary, Lac Ndekeha & Parc National de Waza logone, Cameroon",Cameroon,Africa,6.14639,12.60472,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical floodplain rivers and wetland complexes,NULL,NULL,NULL
Aves,Charadriiformes,Laridae,Larus,cirrocephalus,Grey-headed gull,"Fleuve Benoue, Kysmatary, Lac Ndekeha & Parc National de Waza logone, Cameroon",Cameroon,Africa,6.14639,12.60472,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical floodplain rivers and wetland complexes,NULL,NULL,NULL
Aves,Charadriiformes,Laridae,Chlidonias,leucopterus,White-winged tern,"Fleuve Benoue, Kysmatary, Lac Ndekeha & Parc National de Waza logone, Cameroon",Cameroon,Africa,6.14639,12.60472,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical floodplain rivers and wetland complexes,NULL,NULL,NULL
Aves,Ciconiiformes,Ardeidae,Egretta,ardesiaca,Black heron,"Fleuve Benoue, Kysmatary, Lac Ndekeha & Parc National de Waza logone, Cameroon",Cameroon,Africa,6.14639,12.60472,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical floodplain rivers and wetland complexes,NULL,NULL,NULL
Aves,Ciconiiformes,Ardeidae,Ardea,brachyrhyncha,Yellow-billed egret,"Fleuve Benoue, Kysmatary, Lac Ndekeha & Parc National de Waza logone, Cameroon",Cameroon,Africa,6.14639,12.60472,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical floodplain rivers and wetland complexes,NULL,NULL,NULL
Aves,Ciconiiformes,Ciconiidae,Leptoptilos,crumenifer,Marabou stork,"Fleuve Benoue, Kysmatary, Lac Ndekeha & Parc National de Waza logone, Cameroon",Cameroon,Africa,6.14639,12.60472,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical floodplain rivers and wetland complexes,NULL,NULL,NULL
